"individualCount","eventDate","stateProvince","locality","decimalLatitude","decimalLongitude","scientificName","verbatimScientificName","datasetKey","commonName"
5,2021-11-20,"Rajasthan","DNP, Sudasari, Rajasthan, IN (26.819, 70.518)",26.819778,70.51815,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-29,"Uttarakhand","Munsyari",30.074072,80.23865,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
NA,2021-10-23,"Himachal Pradesh","Ranger training institute, Sundernagar",31.531519,76.89698,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
1,2021-11-28,"Delhi","Hiranki",28.75107,77.22596,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
72,2021-09-26,"Chhattisgarh","Rungta College Of Engineering and Technology (RSR)",21.234837,81.343544,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-10,"Rajasthan","Jatoli road",27.202223,77.51058,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-29,"Uttarakhand","Munsyari",30.074072,80.23865,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
160,2021-09-21,"Chhattisgarh","Kailash Nagar Housing Board, Kurud Chhattisgarh",21.233387,81.36631,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-09-16,"Punjab","Rupnagar, Punjab, IN (30.985, 76.518)",30.984766,76.51782,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-11-08,"Rajasthan","Desert NP (DNP) & Surroundings--General Area",26.905807,70.80606,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-09-17,"Punjab","T1-Mirzapur, Punjab, IN (30.899, 76.712)",30.898586,76.71224,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2021-11-22,"Uttarakhand","Kakragaad",30.490807,79.08936,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2021-11-23,"Uttarakhand","Tungnath",30.488224,79.21691,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2021-10-19,"Rajasthan","Tal Chhapar Sanctuary",27.796604,74.43263,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-20,"Rajasthan","Jhalana sanctuary",26.85505,75.83282,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-27,"Assam","Kaziranga NP--Central Range (Northbank)",26.70124,93.217,"Gyps tenuirostris G.R.Gray, 1844","Gyps tenuirostris","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Slender-billed Vulture"
1,2021-11-08,"Rajasthan","Desert NP (DNP) & Surroundings--General Area",26.905807,70.80606,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
6,2021-11-08,"Rajasthan","Desert NP (DNP) & Surroundings--General Area",26.905807,70.80606,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
2,2021-11-14,"Rajasthan","Chambal Gorge, Kota",25.15184,75.808365,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
6,2021-11-18,"Rajasthan","Jaislamer",26.843218,70.54613,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
12,2021-11-24,"Rajasthan","Jorbeer Vulture Conservation Centre",27.9659,73.37647,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
12,2021-11-20,"Rajasthan","DNP, Sudasari, Rajasthan, IN (26.819, 70.518)",26.819778,70.51815,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
5,2021-11-19,"Madhya Pradesh","Bandhavgarh Tiger Reserve--Magdhi Zone",23.58688,81.02069,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
58,2021-10-27,"Rajasthan","Bikaner Sewage Treatment Plant",27.974905,73.34972,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-11-20,"Uttarakhand","Chopta Valley (OBI)",30.348003,79.05209,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
2,2021-10-03,"Punjab","Rupnagar",30.986704,76.5215,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2021-11-17,"Uttarakhand","Sep 22, 2020 10:34 AM-29.433, 79.602",29.432877,79.60187,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-11-07,"Gujarat","Nal Sarover bird sanctuary",22.823576,72.0322,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-11-07,"Gujarat","Nal Sarover bird sanctuary",22.823576,72.0322,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
1,2021-10-24,"Uttar Pradesh","Okhla Bird Sanctuary",28.56687,77.30637,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-10-29,"Karnataka","Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ",11.944899,76.237,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
4,2021-09-12,"Rajasthan","Jodbeer",27.963627,73.389915,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-11-20,"Uttarakhand","Chopta Valley (OBI)",30.348003,79.05209,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
5,2021-11-24,"Rajasthan","Jorbeer Vulture Conservation Centre",27.9659,73.37647,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
2,2021-09-24,"Jammu and Kashmir","Unnamed Road (33.005, 74.993)",33.00461,74.992584,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
4,2021-11-29,"Madhya Pradesh","Nauradehi Wildlife Sanctuary, Madhya Pradesh, India",23.549406,79.17793,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
NA,2021-11-10,"Arunachal Pradesh","Mishmi Hills--65 km to 12 Gulai",28.287893,95.92138,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-10-17,"Madhya Pradesh","Viewpoint, Gandhisagar Dam.",24.68057,75.55978,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
5,2021-11-22,"Uttarakhand","Kakragaad",30.490807,79.08936,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
4,2021-10-16,"Maharashtra","Shirasgaon, Maharashtra, IN (20.088, 73.396)",20.088388,73.39559,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
2,2021-11-29,"Madhya Pradesh","Nauradehi Wildlife Sanctuary, Madhya Pradesh, India",23.549406,79.17793,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
10,2021-11-20,"Himachal Pradesh","Mist-n-Meadows (Restricted access)",30.823797,77.324066,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
18,2021-11-16,"Assam","Dora Beel (Wetland)",26.084295,91.449005,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
15,2021-10-17,"Rajasthan","Chambal River, Kota IN-RJ 25.13972, 75.78500",25.139717,75.785,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
19,2021-11-25,"Rajasthan","Sorsan Grassland",25.083422,76.23276,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
15,2021-09-05,"Rajasthan","Chambal River, Kota IN-RJ 25.13131, 75.72973",25.131306,75.72973,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
3,2021-09-11,"Tamil Nadu","Thengumarahada Village",11.569133,76.925934,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
14,2021-11-14,"Rajasthan","Chambal Gorge, Kota",25.15184,75.808365,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
1,2021-11-01,"Uttarakhand","Marora, Uttarakhand, IN (30.59, 78.014)",30.590336,78.01401,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
5,2021-11-03,"Tamil Nadu","Kongahalli",11.654548,76.864815,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
3,2021-09-11,"Tamil Nadu","Thengumarahada Village",11.569133,76.925934,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2021-10-25,"Karnataka","Ramdevara Betta, Ramanagara",12.752204,77.3003,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
2,2021-10-09,"Maharashtra","Mangaon",18.237936,73.281715,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
12,2021-09-22,"Rajasthan","Chambal River, Kota IN-RJ 25.15695, 75.81694",25.156954,75.81694,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
2,2021-10-09,"Maharashtra","Mangaon",18.237936,73.281715,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
2,2021-10-19,"Haryana","Sector 21 c",28.433327,77.28718,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-11-29,"Uttarakhand","Nainital--Kilbury, Pangot WLS",29.41833,79.44647,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
1,2021-11-25,"Uttarakhand","Barsu, Uttarakhand, IN (30.842, 78.605)",30.84225,78.60492,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2021-11-24,"Haryana","Kant Enclave HR/IN",28.481956,77.26627,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-06,"Uttar Pradesh","Taj Nature Walk",27.170189,78.04838,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-31,"Uttarakhand","Dotiyal Nail Deghat Road, Jorasi Range, Uttarakhand, IN (29.768, 79.171)",29.767635,79.17056,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
3,2021-10-26,"Uttarakhand","Istragaad Village",31.129972,78.04825,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-10-08,"Uttar Pradesh","Auto selected",27.159424,77.88511,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2021-11-28,"Haryana","Sultanpur Flats",28.456467,76.889145,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-10-21,"Uttar Pradesh","Chambal Safari Lodge",26.872162,78.56397,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-11-25,"Himachal Pradesh","Kadroh, Himachal Pradesh, IN (32.287, 75.957)",32.28664,75.95688,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
5,2021-11-18,"Rajasthan","Jaislamer",26.843218,70.54613,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-11-02,"Madhya Pradesh","Kanha NP--Kanha Zone",22.280678,80.62371,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
7,2021-11-26,"Karnataka","Sira Fort",13.743131,76.91385,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-10-26,"Uttarakhand","Istragaad Village",31.129972,78.04825,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
4,2021-09-24,"Madhya Pradesh","Nauradehi Wildlife Sanctuary",23.541534,79.21127,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
4,2021-10-16,"Himachal Pradesh","Soopdhar area",32.21481,76.47729,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-11-14,"Uttarakhand","Vanghat",29.603212,79.07446,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-10-23,"Madhya Pradesh","Pench Tiger Reserve--MP Overall",21.774559,79.288246,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2021-09-18,"Himachal Pradesh","Sangrah - Renukaji - Nahan Road, Baghara, Himachal Pradesh, IN (30.598, 77.319)",30.597782,77.31938,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
3,2021-11-23,"Uttarakhand","Duggalbitta",30.492643,79.169044,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
4,2021-10-27,"Ladakh","Keylong-Leh Road, Miru (33.74, 77.757)",33.740013,77.75707,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-10-27,"Madhya Pradesh","Samode Safari Lodge Road , Mardari, Madhya Pradesh, IN (23.641, 80.962)",23.640678,80.96227,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
6,2021-10-22,"Madhya Pradesh","Orchha Ram Raja  Mandir",25.351124,78.63924,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
2,2021-09-15,"Uttar Pradesh","Sonoth Janubi, Uttar Pradesh, IN (27.353, 77.603)",27.353102,77.60312,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-10-25,"Uttarakhand","Dhaula",31.131575,78.07668,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-11-26,"Uttarakhand","Unnamed Road, Munsyari, Uttarakhand, IN (30.068, 80.247)",30.067612,80.24737,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
4,2021-11-16,"Uttarakhand","Khairna, Uttarakhand, IN (29.496, 79.48)",29.4957,79.48038,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
7,2021-11-26,"Karnataka","Sira Fort",13.743131,76.91385,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-11-13,"Rajasthan","Sipala, Rajasthan, IN (26.683, 70.624)",26.6832,70.62375,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2021-11-12,"Uttarakhand","Mlaa Sarmoli",30.080101,80.23553,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
NA,2021-10-09,"Rajasthan","Desert NP (DNP) & Surroundings--General Area",26.905807,70.80606,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-11-18,"Rajasthan","Desert NP (DNP) & Surroundings--Sudasari",26.722372,70.60445,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
2,2021-10-02,"Rajasthan","Bagh Hotel",27.20851,77.53262,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
5,2021-11-28,"Himachal Pradesh","Pong Dam--Nagrota Surian",32.044098,76.06049,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-09-18,"Punjab","Near LPU Phagwara",31.258724,75.71669,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-09-28,"Uttar Pradesh","Adhar Khera -- Open Fields, Farmlands and Forest area Near Adhar Khera",26.95737,80.98552,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-10-15,"Rajasthan","Auto selected",26.623163,70.605995,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2021-09-24,"Madhya Pradesh","Nauradehi Wildlife Sanctuary",23.541534,79.21127,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-12,"Rajasthan","Bhainsrorgarh (OBI)",24.96684,75.55354,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
1,2021-10-27,"Madhya Pradesh","Samode Safari Lodge Road , Mardari, Madhya Pradesh, IN (23.641, 80.962)",23.640678,80.96227,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
1,2021-11-06,"Maharashtra","Shrivardhan",18.048306,73.010376,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
2,2021-10-03,"Himachal Pradesh","Suryavilas Luxury Resort and Spa",30.854048,77.06952,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
5,2021-10-19,"Himachal Pradesh","Sissoo",32.480698,77.123604,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-10-19,"Jammu and Kashmir","Akhnoor",32.90282,74.76293,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
7,2021-11-05,"Himachal Pradesh","Chohla - Thatri Road",32.224365,76.341255,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
4,2021-10-27,"Ladakh","Keylong-Leh Road, Miru (33.74, 77.757)",33.740013,77.75707,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-10-27,"Madhya Pradesh","Samode Safari Lodge Road , Mardari, Madhya Pradesh, IN (23.641, 80.962)",23.640678,80.96227,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
NA,2021-11-27,"Himachal Pradesh","Raju Bharti's Guest House",31.638128,77.42475,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
6,2021-11-07,"Uttarakhand","Green Valley, Uttarakhand, IN (30.491, 79.204)",30.490812,79.204124,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
9,2021-10-12,"Tamil Nadu","Sigur Nature Trust",11.539249,76.693245,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
7,2021-11-18,"Rajasthan","Desert NP (DNP) & Surroundings--Sudasari",26.722372,70.60445,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-10-19,"Madhya Pradesh","Kanha NP--Kisli Zone",22.298626,80.55058,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
1,2021-11-11,"Rajasthan","Tal Chhapar WLS--Gaushala Area",27.807499,74.44986,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-09-14,"Ladakh","Startsapuk Tso",33.25577,78.04679,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
3,2021-11-14,"Uttarakhand","Shankh Dhura Forest",30.08307,80.23623,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-11-03,"Karnataka","Ramdevara Betta, Ramanagara",12.752204,77.3003,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
18,2021-11-02,"Assam","Bar Dhadum Gaon, Assam",27.709484,95.582535,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2021-11-28,"Haryana","Sultanpur Flats",28.456467,76.889145,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-28,"Rajasthan","Borabas, Rajasthan, IN (25.043, 75.711)",25.04266,75.71128,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
8,2021-11-29,"Tamil Nadu","Masinagudi",11.570583,76.64002,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
